date,centre_id,nb_colis_entree,nb_colis_sortie,volume_moyen,temperature_max,temperature_min,precipitation,windspeed_max,is_holiday,day_of_week,month,day_of_month,is_weekend
2023-10-26,3,1013,912,1.37,15.9,11.1,15.0,19.1,0,3,10,26,0
2023-10-27,3,1036,926,1.36,15.2,9.9,5.4,25.7,0,4,10,27,0
2023-10-28,3,759,689,2.6,15.1,10.2,8.6,34.3,0,5,10,28,1
2023-10-29,3,756,686,1.94,16.2,11.8,2.5,36.8,0,6,10,29,1
2023-10-30,3,1004,904,2.02,13.1,9.7,8.6,17.3,0,0,10,30,0
2023-10-31,3,1069,964,2.56,15.0,8.2,0.3,22.2,0,1,10,31,0
2023-11-01,3,1482,1234,1.99,13.8,11.3,2.2,27.0,1,2,11,1,0
2023-11-02,3,1323,1178,1.43,14.0,9.4,3.5,47.3,0,3,11,2,0
2023-11-03,3,1414,1314,2.07,10.8,5.8,0.3,24.0,0,4,11,3,0
2023-11-04,3,937,841,1.03,14.2,7.6,12.3,34.7,0,5,11,4,1
2023-11-05,3,967,874,1.29,13.6,10.1,1.8,34.6,0,6,11,5,1
2023-11-06,3,1390,1216,1.98,13.2,7.9,1.1,28.6,0,0,11,6,0
2023-11-07,3,1342,1182,1.76,12.4,6.6,0.9,23.2,0,1,11,7,0
2023-11-08,3,1373,1187,2.08,12.5,6.5,4.0,32.1,0,2,11,8,0
2023-11-09,3,1315,1138,1.9,12.3,8.6,9.3,28.7,0,3,11,9,0
2023-11-10,3,1381,1214,2.39,11.6,6.6,0.4,35.3,0,4,11,10,0
2023-11-11,3,936,850,1.63,11.9,5.5,0.5,18.0,1,5,11,11,1
2023-11-12,3,944,894,1.56,13.7,6.2,10.0,22.3,0,6,11,12,1
2023-11-13,3,1404,1260,2.28,17.2,11.9,8.3,31.7,0,0,11,13,0
2023-11-14,3,1416,1333,1.88,13.7,10.5,2.0,29.4,0,1,11,14,0
2023-11-15,3,1335,1196,1.87,12.7,8.6,1.4,24.8,0,2,11,15,0
2023-11-16,3,1339,1187,2.58,10.8,7.4,15.2,26.6,0,3,11,16,0
2023-11-17,3,1459,1282,1.89,11.5,6.0,1.4,19.1,0,4,11,17,0
2023-11-18,3,847,781,1.31,14.4,8.4,13.7,24.7,0,5,11,18,1
2023-11-19,3,1016,939,1.04,15.3,11.8,1.6,26.3,0,6,11,19,1
2023-11-20,3,1381,1250,3.12,12.7,9.8,7.8,33.8,0,0,11,20,0
2023-11-21,3,1450,1253,1.99,12.2,8.3,0.6,18.8,0,1,11,21,0
2023-11-22,3,1322,1148,2.0,9.4,4.4,0.0,16.7,0,2,11,22,0
2023-11-23,3,1333,1218,2.13,13.2,6.4,0.0,19.2,0,3,11,23,0
2023-11-24,3,1419,1318,1.22,11.6,3.5,0.5,25.7,0,4,11,24,0
2023-11-25,3,969,861,2.34,8.0,2.4,0.0,21.1,0,5,11,25,1
2023-11-26,3,1040,916,2.25,7.1,-0.3,0.0,14.1,0,6,11,26,1
2023-11-27,3,1446,1328,1.78,9.3,4.5,6.2,23.2,0,0,11,27,0
2023-11-28,3,1370,1235,3.04,7.6,1.4,0.2,22.5,0,1,11,28,0
2023-11-29,3,1441,1327,1.44,8.5,0.8,0.0,13.3,0,2,11,29,0
2023-11-30,3,1428,1313,1.81,6.5,0.1,1.1,10.2,0,3,11,30,0
2023-12-01,3,1240,1134,1.74,3.8,-0.1,0.0,15.5,0,4,12,1,0
2023-12-02,3,944,842,3.06,3.1,-3.3,0.0,16.2,0,5,12,2,1
2023-12-03,3,909,816,1.92,4.2,-2.0,0.1,22.3,0,6,12,3,1
2023-12-04,3,1392,1275,2.25,9.8,2.3,14.1,29.5,0,0,12,4,0
2023-12-05,3,1445,1274,2.5,8.3,5.9,9.3,29.7,0,1,12,5,0
2023-12-06,3,1411,1267,1.14,7.8,3.1,0.1,13.7,0,2,12,6,0
2023-12-07,3,1285,1185,1.68,6.2,2.3,5.2,19.3,0,3,12,7,0
2023-12-08,3,1377,1196,2.05,10.6,5.4,5.8,14.1,0,4,12,8,0
2023-12-09,3,985,865,1.76,14.3,6.6,25.3,38.3,0,5,12,9,1
2023-12-10,3,915,834,2.12,13.4,7.1,1.8,33.0,0,6,12,10,1
2023-12-11,3,1461,1336,2.54,13.1,8.7,0.0,23.4,0,0,12,11,0
2023-12-12,3,1434,1279,1.31,13.0,8.9,6.4,24.2,0,1,12,12,0
2023-12-13,3,1286,1188,2.57,10.1,6.5,2.1,19.9,0,2,12,13,0
2023-12-14,3,1255,1129,2.2,8.4,6.8,0.3,23.2,0,3,12,14,0
2023-12-15,3,1352,1224,1.69,9.6,4.0,0.8,10.1,0,4,12,15,0
2023-12-16,3,1028,902,1.3,9.9,1.3,0.0,8.8,0,5,12,16,1
2023-12-17,3,979,864,1.54,7.3,1.5,0.0,11.9,0,6,12,17,1
2023-12-18,3,1370,1253,2.06,3.9,1.1,0.0,13.6,0,0,12,18,0
2023-12-19,3,1476,1316,2.16,10.1,3.5,2.9,25.2,0,1,12,19,0
2023-12-20,3,1423,1280,2.16,9.5,4.9,0.3,22.6,0,2,12,20,0
2023-12-21,3,1446,1325,1.8,12.0,9.5,0.8,31.0,0,3,12,21,0
2023-12-22,3,1412,1235,3.59,11.0,9.4,1.1,30.8,0,4,12,22,0
2023-12-23,3,1006,872,2.76,11.9,8.1,0.4,23.2,0,5,12,23,1
2023-12-24,3,1011,907,2.12,11.4,8.4,0.2,25.8,0,6,12,24,1
2023-12-25,3,1356,1230,0.8,12.8,10.7,0.0,27.5,1,0,12,25,0
2023-12-26,3,1387,1240,1.51,11.6,10.0,0.4,23.0,0,1,12,26,0
2023-12-27,3,1273,1138,2.03,10.4,7.4,2.0,28.6,0,2,12,27,0
2023-12-28,3,1323,1187,2.25,12.2,8.7,0.2,29.1,0,3,12,28,0
2023-12-29,3,1313,1155,2.45,11.5,8.3,1.3,30.6,0,4,12,29,0
2023-12-30,3,1044,964,1.77,11.8,7.7,0.1,25.3,0,5,12,30,1
2023-12-31,3,1001,907,3.27,10.8,7.7,1.8,38.2,0,6,12,31,1
2024-01-01,3,1078,954,1.65,9.9,5.9,2.1,30.5,1,0,1,1,0
2024-01-02,3,1057,969,1.68,11.9,9.5,14.0,41.2,0,1,1,2,0
2024-01-03,3,1126,1016,1.87,12.0,8.9,2.1,32.8,0,2,1,3,0
2024-01-04,3,1098,959,2.16,10.6,6.7,1.3,28.3,0,3,1,4,0
2024-01-05,3,1025,938,1.6,10.3,4.4,0.0,25.2,0,4,1,5,0
2024-01-06,3,763,677,2.72,7.5,3.4,1.6,22.2,0,5,1,6,1
2024-01-07,3,740,640,1.67,4.9,1.5,0.1,20.9,0,6,1,7,1
2024-01-08,3,1026,924,1.81,1.0,-3.8,0.3,22.2,0,0,1,8,0
2024-01-09,3,1117,996,1.36,-1.4,-2.4,1.4,16.1,0,1,1,9,0
2024-01-10,3,1079,989,1.01,0.9,-3.9,0.0,11.3,0,2,1,10,0
2024-01-11,3,1038,974,1.66,1.9,-2.8,0.0,15.7,0,3,1,11,0
2024-01-12,3,1091,1020,2.64,3.3,-2.4,0.0,15.0,0,4,1,12,0
2024-01-13,3,707,615,1.98,0.7,-1.7,0.0,10.2,0,5,1,13,1
2024-01-14,3,707,634,3.5,0.2,-2.6,0.0,10.3,0,6,1,14,1
2024-01-15,3,1100,1014,2.57,4.6,-2.4,0.4,17.4,0,0,1,15,0
2024-01-16,3,1007,930,1.58,3.4,-3.8,0.0,11.5,0,1,1,16,0
2024-01-17,3,1089,1003,2.1,9.0,-1.5,26.7,23.5,0,2,1,17,0
2024-01-18,3,991,892,1.56,2.9,-3.0,7.2,22.1,0,3,1,18,0
2024-01-19,3,959,860,2.06,3.7,-4.2,0.0,9.9,0,4,1,19,0
2024-01-20,3,708,647,1.91,1.5,-5.3,0.0,13.6,0,5,1,20,1
2024-01-21,3,731,665,2.14,8.3,-1.6,0.1,33.7,0,6,1,21,1
2024-01-22,3,1025,944,2.14,12.3,8.0,6.2,42.0,0,0,1,22,0
2024-01-23,3,1089,994,1.04,13.2,6.2,0.5,27.7,0,1,1,23,0
2024-01-24,3,1119,1015,2.17,13.5,10.6,0.5,27.7,0,2,1,24,0
2024-01-25,3,1104,1041,2.37,13.1,9.5,1.1,17.1,0,3,1,25,0
2024-01-26,3,1127,1017,1.64,12.1,2.0,1.0,24.9,0,4,1,26,0
2024-01-27,3,789,709,1.68,7.4,-1.9,0.0,8.1,0,5,1,27,1
2024-01-28,3,764,676,1.48,9.3,0.2,0.0,12.8,0,6,1,28,1
2024-01-29,3,1008,898,2.5,12.8,5.6,0.0,13.7,0,0,1,29,0
2024-01-30,3,1016,918,1.43,11.2,7.0,0.0,15.1,0,1,1,30,0
2024-01-31,3,1036,929,2.5,11.4,2.6,0.0,14.3,0,2,1,31,0
2024-02-01,3,1035,892,2.14,11.4,5.7,1.1,18.3,0,3,2,1,0
2024-02-02,3,1008,901,1.78,9.2,3.5,0.0,14.2,0,4,2,2,0
2024-02-03,3,762,683,1.89,11.2,8.7,0.0,17.7,0,5,2,3,1
2024-02-04,3,743,681,1.64,12.1,8.8,0.0,20.3,0,6,2,4,1
2024-02-05,3,1027,917,1.52,9.7,6.2,0.0,18.1,0,0,2,5,0
2024-02-06,3,1134,1019,2.71,12.3,7.5,0.0,29.6,0,1,2,6,0
2024-02-07,3,1067,917,2.34,12.2,10.5,5.9,29.3,0,2,2,7,0
2024-02-08,3,1104,984,1.58,13.6,11.1,7.4,30.4,0,3,2,8,0
2024-02-09,3,1147,1018,2.16,14.2,8.9,3.4,30.5,0,4,2,9,0
2024-02-10,3,730,658,2.35,10.0,5.8,7.4,24.6,0,5,2,10,1
2024-02-11,3,764,691,1.91,10.5,6.5,1.1,27.4,0,6,2,11,1
2024-02-12,3,1116,1000,1.51,10.6,4.3,0.8,13.2,0,0,2,12,0
2024-02-13,3,1042,973,1.59,10.8,2.6,1.9,22.5,0,1,2,13,0
2024-02-14,3,1038,937,0.83,14.8,9.2,0.5,22.2,0,2,2,14,0
2024-02-15,3,1070,989,2.3,17.1,8.7,3.6,14.0,0,3,2,15,0
2024-02-16,3,995,891,1.84,14.1,7.2,4.4,25.7,0,4,2,16,0
2024-02-17,3,769,691,2.39,13.8,6.5,0.0,10.0,0,5,2,17,1
2024-02-18,3,748,671,1.64,11.7,6.5,6.2,23.4,0,6,2,18,1
2024-02-19,3,1070,920,1.95,11.6,9.2,0.6,21.3,0,0,2,19,0
2024-02-20,3,1105,997,2.27,10.8,6.9,0.0,14.9,0,1,2,20,0
2024-02-21,3,1097,1018,1.74,10.6,6.8,10.8,30.9,0,2,2,21,0
2024-02-22,3,1047,948,2.58,14.3,6.2,15.6,40.8,0,3,2,22,0
2024-02-23,3,1100,951,2.2,9.1,4.2,2.2,31.4,0,4,2,23,0
2024-02-24,3,748,679,1.78,8.9,2.0,3.6,28.0,0,5,2,24,1
2024-02-25,3,733,674,2.41,8.9,3.7,9.4,23.5,0,6,2,25,1
2024-02-26,3,970,885,1.37,9.6,5.4,8.5,29.5,0,0,2,26,0
2024-02-27,3,1023,940,2.78,9.7,4.1,0.0,27.3,0,1,2,27,0
2024-02-28,3,1070,965,1.85,10.9,0.2,0.0,14.0,0,2,2,28,0
2024-02-29,3,1046,952,1.26,10.4,8.6,1.4,23.6,0,3,2,29,0
2024-03-01,3,1006,917,2.25,10.9,4.3,5.2,35.7,0,4,3,1,0
2024-03-02,3,755,660,1.95,8.9,5.0,11.2,25.9,0,5,3,2,1
2024-03-03,3,768,683,1.88,8.8,4.1,3.2,13.9,0,6,3,3,1
2024-03-04,3,1044,926,1.79,11.2,0.3,0.6,12.1,0,0,3,4,0
2024-03-05,3,1106,1004,1.68,9.5,4.6,7.5,19.2,0,1,3,5,0
2024-03-06,3,1074,949,2.46,9.6,3.9,3.2,10.0,0,2,3,6,0
2024-03-07,3,1132,1047,2.53,12.8,1.2,0.0,19.3,0,3,3,7,0
2024-03-08,3,997,853,2.54,13.6,2.6,0.0,25.6,0,4,3,8,0
2024-03-09,3,778,715,1.16,13.6,6.0,4.6,25.5,0,5,3,9,1
2024-03-10,3,704,626,2.03,10.6,6.2,3.0,15.9,0,6,3,10,1
2024-03-11,3,1002,877,2.04,12.1,4.1,1.6,20.3,0,0,3,11,0
2024-03-12,3,1008,904,2.18,11.6,6.8,5.2,18.4,0,1,3,12,0
2024-03-13,3,1101,987,2.22,14.3,9.2,0.0,16.1,0,2,3,13,0
2024-03-14,3,1151,1045,2.11,17.5,5.6,0.0,16.7,0,3,3,14,0
2024-03-15,3,1114,998,2.31,16.1,11.4,6.9,28.8,0,4,3,15,0
2024-03-16,3,812,696,2.1,14.7,9.6,0.7,21.6,0,5,3,16,1
2024-03-17,3,839,743,1.85,15.5,9.0,4.6,16.1,0,6,3,17,1
2024-03-18,3,1082,996,2.0,16.2,10.3,3.4,12.4,0,0,3,18,0
2024-03-19,3,1134,1020,2.48,17.2,6.8,0.0,10.4,0,1,3,19,0
2024-03-20,3,1041,919,1.71,19.2,6.1,0.0,9.4,0,2,3,20,0
2024-03-21,3,1110,991,1.79,18.1,7.5,0.0,11.3,0,3,3,21,0
2024-03-22,3,1029,915,1.77,17.6,7.2,0.1,17.8,0,4,3,22,0
2024-03-23,3,688,608,1.88,10.9,5.2,8.3,28.4,0,5,3,23,1
2024-03-24,3,770,675,1.71,11.4,3.9,0.8,28.3,0,6,3,24,1
2024-03-25,3,987,886,2.76,12.9,1.7,0.0,21.1,0,0,3,25,0
2024-03-26,3,1061,922,1.76,12.5,6.2,8.0,23.6,0,1,3,26,0
2024-03-27,3,1037,960,1.44,12.5,5.0,1.3,29.0,0,2,3,27,0
2024-03-28,3,1094,1012,2.21,12.0,5.6,3.5,39.0,0,3,3,28,0
2024-03-29,3,1167,1054,1.8,13.3,8.4,8.2,22.4,0,4,3,29,0
2024-03-30,3,769,696,2.45,12.1,7.3,11.7,14.9,0,5,3,30,1
2024-03-31,3,764,711,1.17,14.0,6.2,2.4,22.7,0,6,3,31,1
2024-04-01,3,1128,1022,2.26,13.7,6.7,1.7,23.4,1,0,4,1,0
2024-04-02,3,1049,934,1.65,13.9,7.6,0.5,33.7,0,1,4,2,0
2024-04-03,3,1017,922,2.51,16.1,10.0,7.2,28.2,0,2,4,3,0
2024-04-04,3,1129,1039,1.94,18.0,12.3,10.8,39.8,0,3,4,4,0
2024-04-05,3,1092,961,1.47,18.1,12.3,4.2,26.3,0,4,4,5,0
2024-04-06,3,721,638,1.8,24.1,12.7,0.0,23.2,0,5,4,6,1
2024-04-07,3,812,716,0.77,17.1,13.1,10.6,17.6,0,6,4,7,1
2024-04-08,3,1095,995,1.56,21.4,8.3,8.3,20.3,0,0,4,8,0
2024-04-09,3,1149,993,1.92,12.6,7.8,1.2,31.7,0,1,4,9,0
2024-04-10,3,1073,949,2.26,15.8,5.1,0.0,14.8,0,2,4,10,0
2024-04-11,3,1044,936,2.3,17.8,9.6,0.5,11.4,0,3,4,11,0
2024-04-12,3,1107,969,1.84,22.2,9.7,0.0,13.1,0,4,4,12,0
2024-04-13,3,606,547,2.94,24.2,10.4,0.0,17.7,0,5,4,13,1
2024-04-14,3,734,676,2.23,20.1,9.7,0.0,16.3,0,6,4,14,1
2024-04-15,3,1040,942,1.65,13.5,7.0,2.8,39.8,0,0,4,15,0
2024-04-16,3,1088,957,2.41,13.0,6.8,2.8,27.8,0,1,4,16,0
2024-04-17,3,1134,985,2.02,11.9,4.6,1.3,22.0,0,2,4,17,0
2024-04-18,3,1061,982,2.11,12.0,2.8,0.7,15.4,0,3,4,18,0
2024-04-19,3,979,899,1.3,12.4,7.7,0.8,29.5,0,4,4,19,0
2024-04-20,3,724,670,2.5,10.3,3.5,0.1,20.6,0,5,4,20,1
2024-04-21,3,706,613,1.49,10.6,3.2,1.7,28.7,0,6,4,21,1
2024-04-22,3,1117,997,2.0,10.6,2.6,0.6,18.5,0,0,4,22,0
2024-04-23,3,1055,938,2.43,11.3,1.2,0.0,19.2,0,1,4,23,0
2024-04-24,3,1131,1004,2.28,10.8,5.0,1.2,27.4,0,2,4,24,0
2024-04-25,3,1112,1019,1.73,12.3,1.3,0.2,11.1,0,3,4,25,0
2024-04-26,3,1050,995,1.77,15.3,4.2,3.0,18.0,0,4,4,26,0
2024-04-27,3,762,698,1.62,16.0,8.5,16.2,17.1,0,5,4,27,1
2024-04-28,3,719,662,1.67,15.5,9.3,3.9,28.0,0,6,4,28,1
2024-04-29,3,1109,1025,2.41,17.8,5.8,0.4,15.5,0,0,4,29,0
2024-04-30,3,1121,1011,2.0,18.6,10.3,5.2,22.5,0,1,4,30,0
2024-05-01,3,1136,1015,1.34,19.4,11.6,5.1,20.8,1,2,5,1,0
2024-05-02,3,1035,943,2.09,15.2,10.8,7.4,23.2,0,3,5,2,0
2024-05-03,3,1039,947,2.67,15.7,8.8,2.6,21.9,0,4,5,3,0
2024-05-04,3,688,620,1.72,15.1,6.5,0.7,12.4,0,5,5,4,1
2024-05-05,3,731,660,2.37,17.4,8.9,1.7,19.6,0,6,5,5,1
2024-05-06,3,1062,937,1.65,17.1,10.5,3.5,18.6,0,0,5,6,0
2024-05-07,3,1087,944,3.44,18.6,8.2,1.1,23.5,0,1,5,7,0
2024-05-08,3,1028,909,2.85,16.3,8.3,0.0,15.4,1,2,5,8,0
2024-05-09,3,998,853,1.73,19.4,7.3,0.0,11.9,1,3,5,9,0
2024-05-10,3,1070,976,2.2,22.5,9.4,0.0,14.8,0,4,5,10,0
2024-05-11,3,785,707,1.81,24.7,10.0,0.0,15.2,0,5,5,11,1
2024-05-12,3,755,708,1.82,24.2,11.9,8.3,12.7,0,6,5,12,1
2024-05-13,3,1127,1010,2.01,20.8,14.4,0.0,19.6,0,0,5,13,0
2024-05-14,3,1142,1011,2.09,16.7,13.3,17.1,14.1,0,1,5,14,0
2024-05-15,3,1067,959,1.34,19.0,12.2,2.3,14.1,0,2,5,15,0
2024-05-16,3,1115,1009,2.14,18.3,11.8,3.2,14.0,0,3,5,16,0
2024-05-17,3,1034,914,1.93,18.4,10.0,0.2,9.9,0,4,5,17,0
2024-05-18,3,771,690,2.14,20.4,11.4,7.1,12.6,0,5,5,18,1
2024-05-19,3,809,711,2.05,19.1,11.6,2.0,8.9,0,6,5,19,1
2024-05-20,3,1027,914,1.69,21.3,11.2,10.5,14.5,1,0,5,20,0
2024-05-21,3,1114,985,1.45,19.3,11.8,13.5,11.9,0,1,5,21,0
2024-05-22,3,1084,1002,1.64,18.8,11.1,3.9,20.5,0,2,5,22,0
2024-05-23,3,1094,974,1.62,18.9,11.6,8.0,12.3,0,3,5,23,0
2024-05-24,3,1096,1002,2.1,18.7,10.4,3.2,16.3,0,4,5,24,0
2024-05-25,3,755,687,2.09,20.3,10.7,1.1,10.5,0,5,5,25,1
2024-05-26,3,787,712,1.69,20.6,14.0,3.6,21.9,0,6,5,26,1
2024-05-27,3,1065,988,1.32,16.7,11.3,1.8,18.4,0,0,5,27,0
2024-05-28,3,1024,936,2.2,16.8,10.1,2.0,23.2,0,1,5,28,0
2024-05-29,3,1132,1053,1.75,17.4,13.9,17.6,23.8,0,2,5,29,0
2024-05-30,3,1042,912,2.05,16.5,11.9,6.0,24.3,0,3,5,30,0
2024-05-31,3,1049,951,2.54,17.4,10.8,3.6,23.4,0,4,5,31,0
2024-06-01,3,697,628,2.93,15.0,12.1,2.4,22.7,0,5,6,1,1
2024-06-02,3,635,603,1.96,17.4,12.4,0.0,19.9,0,6,6,2,1
2024-06-03,3,998,888,1.81,19.9,7.9,0.0,10.8,0,0,6,3,0
2024-06-04,3,882,817,2.03,22.0,11.9,1.3,19.5,0,1,6,4,0
2024-06-05,3,918,827,2.04,18.6,12.8,0.4,16.9,0,2,6,5,0
2024-06-06,3,943,887,1.4,19.7,8.5,0.0,14.5,0,3,6,6,0
2024-06-07,3,973,866,2.2,20.5,8.4,0.0,10.1,0,4,6,7,0
2024-06-08,3,616,551,1.36,21.2,8.4,0.0,19.4,0,5,6,8,1
2024-06-09,3,660,591,1.53,20.3,8.9,0.0,19.8,0,6,6,9,1
2024-06-10,3,1001,893,2.46,16.6,9.7,3.0,26.0,0,0,6,10,0
2024-06-11,3,879,823,2.07,16.9,6.8,0.4,16.7,0,1,6,11,0
2024-06-12,3,976,882,2.89,17.3,6.6,3.0,14.0,0,2,6,12,0
2024-06-13,3,948,866,2.12,19.5,8.8,0.7,20.8,0,3,6,13,0
2024-06-14,3,915,829,2.2,21.3,13.1,3.5,26.8,0,4,6,14,0
2024-06-15,3,710,645,2.11,17.5,11.3,1.7,29.8,0,5,6,15,1
2024-06-16,3,758,665,1.23,19.7,13.0,4.9,25.1,0,6,6,16,1
2024-06-17,3,997,885,1.64,21.8,13.8,7.7,13.7,0,0,6,17,0
2024-06-18,3,1012,883,1.44,22.2,14.8,21.4,13.9,0,1,6,18,0
2024-06-19,3,898,803,1.74,21.3,14.7,1.8,23.3,0,2,6,19,0
2024-06-20,3,1004,880,2.13,22.2,14.8,1.8,15.8,0,3,6,20,0
2024-06-21,3,957,838,2.79,21.9,15.7,18.6,13.3,0,4,6,21,0
2024-06-22,3,659,612,1.13,19.7,13.8,3.7,24.3,0,5,6,22,1
2024-06-23,3,654,593,2.22,23.8,10.6,0.0,19.5,0,6,6,23,1
2024-06-24,3,946,851,2.07,26.0,13.0,0.0,11.2,0,0,6,24,0
2024-06-25,3,966,872,2.48,27.7,16.0,0.0,12.3,0,1,6,25,0
2024-06-26,3,997,880,2.31,29.5,17.1,0.0,14.0,0,2,6,26,0
2024-06-27,3,989,875,1.74,28.6,18.2,0.2,18.3,0,3,6,27,0
2024-06-28,3,862,790,1.78,22.0,14.4,0.0,13.5,0,4,6,28,0
2024-06-29,3,680,592,1.68,22.6,12.7,31.8,18.3,0,5,6,29,1
2024-06-30,3,657,585,2.15,22.2,14.3,4.2,18.3,0,6,6,30,1
2024-07-01,3,912,792,1.77,20.0,15.2,1.4,17.6,0,0,7,1,0
2024-07-02,3,1037,903,2.41,20.0,13.7,1.2,16.5,0,1,7,2,0
2024-07-03,3,926,874,2.39,20.4,11.8,0.2,20.4,0,2,7,3,0
2024-07-04,3,1067,954,1.73,21.4,15.4,0.4,22.8,0,3,7,4,0
2024-07-05,3,1003,899,2.32,23.8,12.1,0.1,18.6,0,4,7,5,0
2024-07-06,3,652,598,2.0,20.7,14.6,0.1,27.9,0,5,7,6,1
2024-07-07,3,730,654,2.03,20.8,10.4,0.1,21.1,0,6,7,7,1
2024-07-08,3,895,800,2.52,22.3,10.8,0.0,12.8,0,0,7,8,0
2024-07-09,3,971,888,2.34,27.6,16.0,2.6,14.3,0,1,7,9,0
2024-07-10,3,915,786,2.41,25.4,17.3,0.5,19.6,0,2,7,10,0
2024-07-11,3,1030,966,2.68,23.9,14.9,0.3,15.5,0,3,7,11,0
2024-07-12,3,986,890,1.41,19.3,14.0,12.4,17.4,0,4,7,12,0
2024-07-13,3,715,625,1.12,21.0,13.3,3.2,9.9,0,5,7,13,1
2024-07-14,3,661,592,2.78,22.6,12.2,0.1,9.0,1,6,7,14,1
2024-07-15,3,975,917,2.01,27.0,13.0,1.1,23.4,0,0,7,15,0
2024-07-16,3,991,905,1.34,22.7,15.7,0.8,28.0,0,1,7,16,0
2024-07-17,3,932,804,1.67,24.5,13.3,0.0,10.0,0,2,7,17,0
2024-07-18,3,997,952,2.16,29.0,14.8,0.0,8.5,0,3,7,18,0
2024-07-19,3,929,825,2.77,31.9,17.9,0.2,8.4,0,4,7,19,0
2024-07-20,3,667,601,1.37,30.3,18.7,8.8,12.7,0,5,7,20,1
2024-07-21,3,668,610,1.62,25.3,18.7,6.4,19.7,0,6,7,21,1
2024-07-22,3,956,865,2.4,24.5,14.5,0.0,17.4,0,0,7,22,0
2024-07-23,3,937,829,2.35,23.8,17.3,1.9,24.5,0,1,7,23,0
2024-07-24,3,895,794,2.26,24.5,13.9,0.0,7.7,0,2,7,24,0
2024-07-25,3,899,832,2.16,28.0,15.6,0.0,13.3,0,3,7,25,0
2024-07-26,3,998,940,2.72,23.6,19.1,4.9,10.6,0,4,7,26,0
2024-07-27,3,656,595,1.99,19.8,16.7,8.0,10.1,0,5,7,27,1
2024-07-28,3,632,569,2.02,24.5,11.3,0.0,14.5,0,6,7,28,1
2024-07-29,3,968,901,2.66,29.2,14.5,0.0,12.9,0,0,7,29,0
2024-07-30,3,959,847,2.07,33.6,19.6,0.0,9.4,0,1,7,30,0
2024-07-31,3,976,878,1.4,31.2,21.5,7.1,17.6,0,2,7,31,0
2024-08-01,3,920,794,3.21,28.7,20.3,29.4,13.7,0,3,8,1,0
2024-08-02,3,972,850,2.42,27.2,18.6,2.7,19.4,0,4,8,2,0
2024-08-03,3,674,589,1.85,24.2,15.1,0.6,14.8,0,5,8,3,1
2024-08-04,3,624,540,1.33,23.5,16.2,0.0,14.3,0,6,8,4,1
2024-08-05,3,957,834,1.06,27.5,13.4,0.0,7.6,0,0,8,5,0
2024-08-06,3,1007,884,2.22,28.3,15.6,0.0,15.6,0,1,8,6,0
2024-08-07,3,1031,942,2.14,23.4,16.5,2.8,13.7,0,2,8,7,0
2024-08-08,3,908,808,1.8,27.2,16.8,0.1,15.2,0,3,8,8,0
2024-08-09,3,950,852,1.21,25.3,18.1,0.0,18.5,0,4,8,9,0
2024-08-10,3,711,663,1.69,27.7,14.7,0.0,9.4,0,5,8,10,1
2024-08-11,3,732,663,1.63,31.8,17.3,0.0,16.3,0,6,8,11,1
2024-08-12,3,957,856,2.43,35.2,20.8,0.0,15.4,0,0,8,12,0
2024-08-13,3,945,832,2.9,27.5,20.0,1.4,17.8,0,1,8,13,0
2024-08-14,3,994,927,2.26,26.1,19.5,8.9,12.2,0,2,8,14,0
2024-08-15,3,941,843,2.24,26.0,18.3,0.7,13.0,1,3,8,15,0
2024-08-16,3,907,806,2.25,25.5,16.9,0.1,17.9,0,4,8,16,0
2024-08-17,3,682,614,2.87,22.3,17.9,37.7,15.5,0,5,8,17,1
2024-08-18,3,678,606,2.5,22.0,14.0,6.4,20.2,0,6,8,18,1
2024-08-19,3,923,816,1.63,22.2,10.7,0.0,9.2,0,0,8,19,0
2024-08-20,3,905,830,2.87,23.8,14.1,16.2,21.6,0,1,8,20,0
2024-08-21,3,1018,912,2.62,21.0,12.0,0.0,15.3,0,2,8,21,0
2024-08-22,3,970,868,2.17,24.5,11.9,0.0,17.7,0,3,8,22,0
2024-08-23,3,902,815,2.32,25.0,15.7,0.1,28.3,0,4,8,23,0
2024-08-24,3,596,534,2.27,29.2,16.9,2.9,28.5,0,5,8,24,1
2024-08-25,3,720,638,1.56,21.4,11.7,0.0,17.3,0,6,8,25,1
2024-08-26,3,1031,939,2.12,23.4,12.3,0.0,9.5,0,0,8,26,0
2024-08-27,3,952,839,2.15,26.0,12.1,0.0,9.1,0,1,8,27,0
2024-08-28,3,975,836,2.71,30.7,13.0,0.0,15.3,0,2,8,28,0
2024-08-29,3,980,900,2.93,25.3,16.3,1.1,14.8,0,3,8,29,0
2024-08-30,3,958,877,2.71,21.8,15.2,13.2,15.5,0,4,8,30,0
2024-08-31,3,752,672,1.64,25.6,15.1,0.9,13.2,0,5,8,31,1
2024-09-01,3,728,674,1.21,27.8,18.6,0.2,19.4,0,6,9,1,1
2024-09-02,3,1051,948,1.77,24.5,17.6,0.3,16.3,0,0,9,2,0
2024-09-03,3,1124,1006,2.99,22.1,15.9,7.5,14.8,0,1,9,3,0
2024-09-04,3,1019,891,3.02,21.7,15.4,1.6,11.3,0,2,9,4,0
2024-09-05,3,898,841,1.97,17.2,14.2,29.2,24.3,0,3,9,5,0
2024-09-06,3,1078,1000,1.98,22.7,11.3,0.3,11.8,0,4,9,6,0
