date,centre_id,nb_colis_entree,nb_colis_sortie,volume_moyen
2023-05-01,3,1009,885,2.51
2023-05-02,3,1176,1065,1.48
2023-05-03,3,1104,993,1.94
2023-05-04,3,1110,1012,2.71
2023-05-05,3,1078,999,1.79
2023-05-06,3,705,632,1.84
2023-05-07,3,784,699,1.94
2023-05-08,3,1006,925,1.71
2023-05-09,3,1190,1052,1.9
2023-05-10,3,1013,921,1.48
2023-05-11,3,1060,971,1.72
2023-05-12,3,1086,944,1.91
2023-05-13,3,819,749,1.79
2023-05-14,3,732,661,2.16
2023-05-15,3,1060,959,1.47
2023-05-16,3,1051,911,2.06
2023-05-17,3,1077,947,1.95
2023-05-18,3,963,902,1.24
2023-05-19,3,1131,1051,2.7
2023-05-20,3,774,699,2.04
2023-05-21,3,747,665,2.61
2023-05-22,3,1100,1014,2.59
2023-05-23,3,1058,936,2.39
2023-05-24,3,1031,910,1.3
2023-05-25,3,1109,1007,1.6
2023-05-26,3,1126,1003,2.74
2023-05-27,3,772,709,1.51
2023-05-28,3,796,731,2.41
2023-05-29,3,1048,921,1.89
2023-05-30,3,1038,945,2.59
2023-05-31,3,1142,1016,3.14
2023-06-01,3,904,804,2.09
2023-06-02,3,985,902,1.53
2023-06-03,3,676,632,2.58
2023-06-04,3,707,637,2.36
2023-06-05,3,1023,915,2.35
2023-06-06,3,1033,926,2.08
2023-06-07,3,942,843,2.0
2023-06-08,3,960,841,1.74
2023-06-09,3,1000,899,1.83
2023-06-10,3,615,559,1.74
2023-06-11,3,603,557,0.83
2023-06-12,3,916,835,1.84
2023-06-13,3,915,812,1.95
2023-06-14,3,985,877,1.67
2023-06-15,3,920,832,1.01
2023-06-16,3,926,825,2.67
2023-06-17,3,659,595,2.38
2023-06-18,3,669,571,2.94
2023-06-19,3,938,843,2.37
2023-06-20,3,1017,900,2.62
2023-06-21,3,981,877,1.91
2023-06-22,3,943,839,1.77
2023-06-23,3,1035,948,1.96
2023-06-24,3,665,606,1.71
2023-06-25,3,642,585,1.85
2023-06-26,3,966,874,3.17
2023-06-27,3,1046,941,1.99
2023-06-28,3,898,800,1.13
2023-06-29,3,1027,919,2.73
2023-06-30,3,863,739,2.19
2023-07-01,3,728,652,1.31
2023-07-02,3,675,603,1.0
2023-07-03,3,885,769,1.77
2023-07-04,3,1018,893,2.59
2023-07-05,3,1001,890,1.76
2023-07-06,3,943,849,1.27
2023-07-07,3,963,859,1.4
2023-07-08,3,695,623,1.94
2023-07-09,3,693,618,1.8
2023-07-10,3,958,861,1.3
2023-07-11,3,945,860,2.28
2023-07-12,3,916,813,2.6
2023-07-13,3,1076,963,2.12
2023-07-14,3,946,874,1.89
2023-07-15,3,684,607,2.52
2023-07-16,3,728,671,1.28
2023-07-17,3,934,862,2.63
2023-07-18,3,930,834,2.67
2023-07-19,3,908,793,1.89
2023-07-20,3,940,853,2.62
2023-07-21,3,984,880,1.52
2023-07-22,3,669,595,2.12
2023-07-23,3,658,580,2.01
2023-07-24,3,973,864,2.78
2023-07-25,3,858,783,1.57
2023-07-26,3,941,845,2.08
2023-07-27,3,1018,940,1.67
2023-07-28,3,917,823,1.78
2023-07-29,3,633,576,2.35
2023-07-30,3,700,637,2.14
2023-07-31,3,983,900,1.62
2023-08-01,3,853,761,1.6
2023-08-02,3,986,896,3.06
2023-08-03,3,958,855,2.0
2023-08-04,3,990,892,3.1
2023-08-05,3,674,603,2.06
2023-08-06,3,645,603,1.87
2023-08-07,3,1050,919,2.11
2023-08-08,3,854,772,2.05
2023-08-09,3,989,868,2.84
2023-08-10,3,1013,913,2.35
2023-08-11,3,934,840,2.34
2023-08-12,3,730,667,1.65
2023-08-13,3,626,566,2.44
2023-08-14,3,951,862,2.11
2023-08-15,3,1039,932,2.52
2023-08-16,3,959,872,2.58
2023-08-17,3,898,796,1.56
2023-08-18,3,1007,877,1.84
2023-08-19,3,631,565,1.54
2023-08-20,3,694,624,1.75
2023-08-21,3,922,837,1.29
2023-08-22,3,955,864,2.16
2023-08-23,3,997,912,1.68
2023-08-24,3,943,835,1.8
2023-08-25,3,943,856,2.27
2023-08-26,3,681,611,1.43
2023-08-27,3,692,637,1.77
2023-08-28,3,941,851,2.14
2023-08-29,3,1006,941,2.17
2023-08-30,3,1003,924,2.17
2023-08-31,3,923,830,1.52
2023-09-01,3,1032,922,2.16
2023-09-02,3,747,663,2.15
2023-09-03,3,744,684,2.27
2023-09-04,3,983,906,1.65
2023-09-05,3,1089,987,1.19
2023-09-06,3,1141,1031,1.58
2023-09-07,3,1019,886,2.29
2023-09-08,3,1063,957,1.48
2023-09-09,3,732,657,1.81
2023-09-10,3,710,632,2.33
2023-09-11,3,1065,926,1.68
2023-09-12,3,1012,924,1.14
2023-09-13,3,1113,997,2.06
2023-09-14,3,1085,973,1.53
2023-09-15,3,1030,910,2.28
2023-09-16,3,753,686,2.03
2023-09-17,3,779,687,1.39
2023-09-18,3,1044,913,1.39
2023-09-19,3,1170,1080,1.66
2023-09-20,3,1044,905,2.95
2023-09-21,3,1160,1066,2.4
2023-09-22,3,1134,1031,3.03
2023-09-23,3,725,645,2.48
2023-09-24,3,734,662,1.74
2023-09-25,3,1140,1073,2.56
2023-09-26,3,1004,899,1.28
2023-09-27,3,1169,1053,1.78
2023-09-28,3,1004,892,2.25
2023-09-29,3,1059,933,1.23
2023-09-30,3,765,681,1.75
2023-10-01,3,742,643,2.07
2023-10-02,3,1010,931,1.93
2023-10-03,3,1049,918,2.08
2023-10-04,3,1093,1014,1.38
2023-10-05,3,1072,971,2.03
2023-10-06,3,1141,1033,1.91
2023-10-07,3,750,664,2.62
2023-10-08,3,776,683,1.44
2023-10-09,3,1103,971,1.6
2023-10-10,3,1152,1043,2.59
2023-10-11,3,1001,901,1.98
2023-10-12,3,1041,938,1.71
2023-10-13,3,1063,980,1.79
2023-10-14,3,780,691,1.58
2023-10-15,3,782,710,1.35
2023-10-16,3,1078,984,2.27
2023-10-17,3,1003,898,1.95
2023-10-18,3,1044,960,2.63
2023-10-19,3,1001,907,2.26
2023-10-20,3,1014,895,1.81
2023-10-21,3,773,716,2.21
2023-10-22,3,692,623,2.48
2023-10-23,3,1055,956,2.99
2023-10-24,3,942,839,2.31
2023-10-25,3,1167,1065,1.81
2023-10-26,3,1013,912,1.37
2023-10-27,3,1036,926,1.36
2023-10-28,3,759,689,2.6
2023-10-29,3,756,686,1.94
2023-10-30,3,1004,904,2.02
2023-10-31,3,1069,964,2.56
2023-11-01,3,1482,1234,1.99
2023-11-02,3,1323,1178,1.43
2023-11-03,3,1414,1314,2.07
2023-11-04,3,937,841,1.03
2023-11-05,3,967,874,1.29
2023-11-06,3,1390,1216,1.98
2023-11-07,3,1342,1182,1.76
2023-11-08,3,1373,1187,2.08
2023-11-09,3,1315,1138,1.9
2023-11-10,3,1381,1214,2.39
2023-11-11,3,936,850,1.63
2023-11-12,3,944,894,1.56
2023-11-13,3,1404,1260,2.28
2023-11-14,3,1416,1333,1.88
2023-11-15,3,1335,1196,1.87
2023-11-16,3,1339,1187,2.58
2023-11-17,3,1459,1282,1.89
2023-11-18,3,847,781,1.31
2023-11-19,3,1016,939,1.04
2023-11-20,3,1381,1250,3.12
2023-11-21,3,1450,1253,1.99
2023-11-22,3,1322,1148,2.0
2023-11-23,3,1333,1218,2.13
2023-11-24,3,1419,1318,1.22
2023-11-25,3,969,861,2.34
2023-11-26,3,1040,916,2.25
2023-11-27,3,1446,1328,1.78
2023-11-28,3,1370,1235,3.04
2023-11-29,3,1441,1327,1.44
2023-11-30,3,1428,1313,1.81
2023-12-01,3,1240,1134,1.74
2023-12-02,3,944,842,3.06
2023-12-03,3,909,816,1.92
2023-12-04,3,1392,1275,2.25
2023-12-05,3,1445,1274,2.5
2023-12-06,3,1411,1267,1.14
2023-12-07,3,1285,1185,1.68
2023-12-08,3,1377,1196,2.05
2023-12-09,3,985,865,1.76
2023-12-10,3,915,834,2.12
2023-12-11,3,1461,1336,2.54
2023-12-12,3,1434,1279,1.31
2023-12-13,3,1286,1188,2.57
2023-12-14,3,1255,1129,2.2
2023-12-15,3,1352,1224,1.69
2023-12-16,3,1028,902,1.3
2023-12-17,3,979,864,1.54
2023-12-18,3,1370,1253,2.06
2023-12-19,3,1476,1316,2.16
2023-12-20,3,1423,1280,2.16
2023-12-21,3,1446,1325,1.8
2023-12-22,3,1412,1235,3.59
2023-12-23,3,1006,872,2.76
2023-12-24,3,1011,907,2.12
2023-12-25,3,1356,1230,0.8
2023-12-26,3,1387,1240,1.51
2023-12-27,3,1273,1138,2.03
2023-12-28,3,1323,1187,2.25
2023-12-29,3,1313,1155,2.45
2023-12-30,3,1044,964,1.77
2023-12-31,3,1001,907,3.27
2024-01-01,3,1078,954,1.65
2024-01-02,3,1057,969,1.68
2024-01-03,3,1126,1016,1.87
2024-01-04,3,1098,959,2.16
2024-01-05,3,1025,938,1.6
2024-01-06,3,763,677,2.72
2024-01-07,3,740,640,1.67
2024-01-08,3,1026,924,1.81
2024-01-09,3,1117,996,1.36
2024-01-10,3,1079,989,1.01
2024-01-11,3,1038,974,1.66
2024-01-12,3,1091,1020,2.64
2024-01-13,3,707,615,1.98
2024-01-14,3,707,634,3.5
2024-01-15,3,1100,1014,2.57
2024-01-16,3,1007,930,1.58
2024-01-17,3,1089,1003,2.1
2024-01-18,3,991,892,1.56
2024-01-19,3,959,860,2.06
2024-01-20,3,708,647,1.91
2024-01-21,3,731,665,2.14
2024-01-22,3,1025,944,2.14
2024-01-23,3,1089,994,1.04
2024-01-24,3,1119,1015,2.17
2024-01-25,3,1104,1041,2.37
2024-01-26,3,1127,1017,1.64
2024-01-27,3,789,709,1.68
2024-01-28,3,764,676,1.48
2024-01-29,3,1008,898,2.5
2024-01-30,3,1016,918,1.43
2024-01-31,3,1036,929,2.5
2024-02-01,3,1035,892,2.14
2024-02-02,3,1008,901,1.78
2024-02-03,3,762,683,1.89
2024-02-04,3,743,681,1.64
2024-02-05,3,1027,917,1.52
2024-02-06,3,1134,1019,2.71
2024-02-07,3,1067,917,2.34
2024-02-08,3,1104,984,1.58
2024-02-09,3,1147,1018,2.16
2024-02-10,3,730,658,2.35
2024-02-11,3,764,691,1.91
2024-02-12,3,1116,1000,1.51
2024-02-13,3,1042,973,1.59
2024-02-14,3,1038,937,0.83
2024-02-15,3,1070,989,2.3
2024-02-16,3,995,891,1.84
2024-02-17,3,769,691,2.39
2024-02-18,3,748,671,1.64
2024-02-19,3,1070,920,1.95
2024-02-20,3,1105,997,2.27
2024-02-21,3,1097,1018,1.74
2024-02-22,3,1047,948,2.58
2024-02-23,3,1100,951,2.2
2024-02-24,3,748,679,1.78
2024-02-25,3,733,674,2.41
2024-02-26,3,970,885,1.37
2024-02-27,3,1023,940,2.78
2024-02-28,3,1070,965,1.85
2024-02-29,3,1046,952,1.26
2024-03-01,3,1006,917,2.25
2024-03-02,3,755,660,1.95
2024-03-03,3,768,683,1.88
2024-03-04,3,1044,926,1.79
2024-03-05,3,1106,1004,1.68
2024-03-06,3,1074,949,2.46
2024-03-07,3,1132,1047,2.53
2024-03-08,3,997,853,2.54
2024-03-09,3,778,715,1.16
2024-03-10,3,704,626,2.03
2024-03-11,3,1002,877,2.04
2024-03-12,3,1008,904,2.18
2024-03-13,3,1101,987,2.22
2024-03-14,3,1151,1045,2.11
2024-03-15,3,1114,998,2.31
2024-03-16,3,812,696,2.1
2024-03-17,3,839,743,1.85
2024-03-18,3,1082,996,2.0
2024-03-19,3,1134,1020,2.48
2024-03-20,3,1041,919,1.71
2024-03-21,3,1110,991,1.79
2024-03-22,3,1029,915,1.77
2024-03-23,3,688,608,1.88
2024-03-24,3,770,675,1.71
2024-03-25,3,987,886,2.76
2024-03-26,3,1061,922,1.76
2024-03-27,3,1037,960,1.44
2024-03-28,3,1094,1012,2.21
2024-03-29,3,1167,1054,1.8
2024-03-30,3,769,696,2.45
2024-03-31,3,764,711,1.17
2024-04-01,3,1128,1022,2.26
2024-04-02,3,1049,934,1.65
2024-04-03,3,1017,922,2.51
2024-04-04,3,1129,1039,1.94
2024-04-05,3,1092,961,1.47
2024-04-06,3,721,638,1.8
2024-04-07,3,812,716,0.77
2024-04-08,3,1095,995,1.56
2024-04-09,3,1149,993,1.92
2024-04-10,3,1073,949,2.26
2024-04-11,3,1044,936,2.3
2024-04-12,3,1107,969,1.84
2024-04-13,3,606,547,2.94
2024-04-14,3,734,676,2.23
2024-04-15,3,1040,942,1.65
2024-04-16,3,1088,957,2.41
2024-04-17,3,1134,985,2.02
2024-04-18,3,1061,982,2.11
2024-04-19,3,979,899,1.3
2024-04-20,3,724,670,2.5
2024-04-21,3,706,613,1.49
2024-04-22,3,1117,997,2.0
2024-04-23,3,1055,938,2.43
2024-04-24,3,1131,1004,2.28
2024-04-25,3,1112,1019,1.73
2024-04-26,3,1050,995,1.77
2024-04-27,3,762,698,1.62
2024-04-28,3,719,662,1.67
2024-04-29,3,1109,1025,2.41
2024-04-30,3,1121,1011,2.0
2024-05-01,3,1136,1015,1.34
2024-05-02,3,1035,943,2.09
2024-05-03,3,1039,947,2.67
2024-05-04,3,688,620,1.72
2024-05-05,3,731,660,2.37
2024-05-06,3,1062,937,1.65
2024-05-07,3,1087,944,3.44
2024-05-08,3,1028,909,2.85
2024-05-09,3,998,853,1.73
2024-05-10,3,1070,976,2.2
2024-05-11,3,785,707,1.81
2024-05-12,3,755,708,1.82
2024-05-13,3,1127,1010,2.01
2024-05-14,3,1142,1011,2.09
2024-05-15,3,1067,959,1.34
2024-05-16,3,1115,1009,2.14
2024-05-17,3,1034,914,1.93
2024-05-18,3,771,690,2.14
2024-05-19,3,809,711,2.05
2024-05-20,3,1027,914,1.69
2024-05-21,3,1114,985,1.45
2024-05-22,3,1084,1002,1.64
2024-05-23,3,1094,974,1.62
2024-05-24,3,1096,1002,2.1
2024-05-25,3,755,687,2.09
2024-05-26,3,787,712,1.69
2024-05-27,3,1065,988,1.32
2024-05-28,3,1024,936,2.2
2024-05-29,3,1132,1053,1.75
2024-05-30,3,1042,912,2.05
2024-05-31,3,1049,951,2.54
2024-06-01,3,697,628,2.93
2024-06-02,3,635,603,1.96
2024-06-03,3,998,888,1.81
2024-06-04,3,882,817,2.03
2024-06-05,3,918,827,2.04
2024-06-06,3,943,887,1.4
2024-06-07,3,973,866,2.2
2024-06-08,3,616,551,1.36
2024-06-09,3,660,591,1.53
2024-06-10,3,1001,893,2.46
2024-06-11,3,879,823,2.07
2024-06-12,3,976,882,2.89
2024-06-13,3,948,866,2.12
2024-06-14,3,915,829,2.2
2024-06-15,3,710,645,2.11
2024-06-16,3,758,665,1.23
2024-06-17,3,997,885,1.64
2024-06-18,3,1012,883,1.44
2024-06-19,3,898,803,1.74
2024-06-20,3,1004,880,2.13
2024-06-21,3,957,838,2.79
2024-06-22,3,659,612,1.13
2024-06-23,3,654,593,2.22
2024-06-24,3,946,851,2.07
2024-06-25,3,966,872,2.48
2024-06-26,3,997,880,2.31
2024-06-27,3,989,875,1.74
2024-06-28,3,862,790,1.78
2024-06-29,3,680,592,1.68
2024-06-30,3,657,585,2.15
2024-07-01,3,912,792,1.77
2024-07-02,3,1037,903,2.41
2024-07-03,3,926,874,2.39
2024-07-04,3,1067,954,1.73
2024-07-05,3,1003,899,2.32
2024-07-06,3,652,598,2.0
2024-07-07,3,730,654,2.03
2024-07-08,3,895,800,2.52
2024-07-09,3,971,888,2.34
2024-07-10,3,915,786,2.41
2024-07-11,3,1030,966,2.68
2024-07-12,3,986,890,1.41
2024-07-13,3,715,625,1.12
2024-07-14,3,661,592,2.78
2024-07-15,3,975,917,2.01
2024-07-16,3,991,905,1.34
2024-07-17,3,932,804,1.67
2024-07-18,3,997,952,2.16
2024-07-19,3,929,825,2.77
2024-07-20,3,667,601,1.37
2024-07-21,3,668,610,1.62
2024-07-22,3,956,865,2.4
2024-07-23,3,937,829,2.35
2024-07-24,3,895,794,2.26
2024-07-25,3,899,832,2.16
2024-07-26,3,998,940,2.72
2024-07-27,3,656,595,1.99
2024-07-28,3,632,569,2.02
2024-07-29,3,968,901,2.66
2024-07-30,3,959,847,2.07
2024-07-31,3,976,878,1.4
2024-08-01,3,920,794,3.21
2024-08-02,3,972,850,2.42
2024-08-03,3,674,589,1.85
2024-08-04,3,624,540,1.33
2024-08-05,3,957,834,1.06
2024-08-06,3,1007,884,2.22
2024-08-07,3,1031,942,2.14
2024-08-08,3,908,808,1.8
2024-08-09,3,950,852,1.21
2024-08-10,3,711,663,1.69
2024-08-11,3,732,663,1.63
2024-08-12,3,957,856,2.43
2024-08-13,3,945,832,2.9
2024-08-14,3,994,927,2.26
2024-08-15,3,941,843,2.24
2024-08-16,3,907,806,2.25
2024-08-17,3,682,614,2.87
2024-08-18,3,678,606,2.5
2024-08-19,3,923,816,1.63
2024-08-20,3,905,830,2.87
2024-08-21,3,1018,912,2.62
2024-08-22,3,970,868,2.17
2024-08-23,3,902,815,2.32
2024-08-24,3,596,534,2.27
2024-08-25,3,720,638,1.56
2024-08-26,3,1031,939,2.12
2024-08-27,3,952,839,2.15
2024-08-28,3,975,836,2.71
2024-08-29,3,980,900,2.93
2024-08-30,3,958,877,2.71
2024-08-31,3,752,672,1.64
2024-09-01,3,728,674,1.21
2024-09-02,3,1051,948,1.77
2024-09-03,3,1124,1006,2.99
2024-09-04,3,1019,891,3.02
2024-09-05,3,898,841,1.97
2024-09-06,3,1078,1000,1.98
2024-09-07,3,795,737,2.58
2024-09-08,3,703,611,1.99
2024-09-09,3,1080,981,2.32
2024-09-10,3,1019,908,2.91
2024-09-11,3,1117,1017,1.85
2024-09-12,3,1134,1033,2.26
2024-09-13,3,1085,971,2.23
2024-09-14,3,726,674,1.25
2024-09-15,3,727,640,2.4
2024-09-16,3,1112,978,1.93
2024-09-17,3,962,848,1.71
2024-09-18,3,1128,1023,1.91
2024-09-19,3,970,877,2.79
2024-09-20,3,1056,962,1.21
2024-09-21,3,755,667,2.35
2024-09-22,3,723,658,2.17
2024-09-23,3,1148,1046,1.41
2024-09-24,3,1070,962,1.65
2024-09-25,3,1050,940,2.53
2024-09-26,3,1026,944,1.63
2024-09-27,3,1072,950,2.26
2024-09-28,3,743,655,1.88
2024-09-29,3,742,675,1.78
2024-09-30,3,1126,986,1.85
2024-10-01,3,1176,1097,1.71
2024-10-02,3,997,885,2.09
2024-10-03,3,1010,937,1.48
2024-10-04,3,966,868,1.75
2024-10-05,3,728,661,2.17
2024-10-06,3,678,616,1.68
2024-10-07,3,1065,941,1.31
2024-10-08,3,1041,969,2.01
2024-10-09,3,1035,926,1.48
2024-10-10,3,1087,974,2.85
2024-10-11,3,1033,932,2.17
2024-10-12,3,738,688,2.12
2024-10-13,3,771,689,2.81
2024-10-14,3,1093,1000,2.41
2024-10-15,3,1068,980,2.17
2024-10-16,3,1024,908,1.65
2024-10-17,3,1165,1075,2.25
2024-10-18,3,996,902,1.0
2024-10-19,3,726,647,0.93
2024-10-20,3,772,688,2.04
2024-10-21,3,1200,1112,1.39
2024-10-22,3,1087,1001,2.85
2024-10-23,3,1058,1013,1.77
2024-10-24,3,905,815,2.33
2024-10-25,3,1080,999,2.01
2024-10-26,3,735,680,2.93
2024-10-27,3,815,708,1.28
2024-10-28,3,1063,977,2.62
2024-10-29,3,1096,953,2.02
2024-10-30,3,1036,921,1.68
2024-10-31,3,1037,966,1.35
2024-11-01,3,1387,1267,2.3
2024-11-02,3,944,865,1.4
2024-11-03,3,1018,907,2.61
2024-11-04,3,1276,1152,1.19
2024-11-05,3,1422,1277,1.71
2024-11-06,3,1339,1186,2.86
2024-11-07,3,1339,1210,1.2
2024-11-08,3,1410,1240,2.06
2024-11-09,3,948,811,2.15
2024-11-10,3,937,854,2.38
2024-11-11,3,1408,1269,1.98
2024-11-12,3,1297,1201,1.8
2024-11-13,3,1396,1223,2.43
2024-11-14,3,1415,1310,1.72
2024-11-15,3,1414,1237,2.44
2024-11-16,3,935,816,1.64
2024-11-17,3,909,845,1.6
2024-11-18,3,1307,1126,2.29
2024-11-19,3,1295,1145,1.63
2024-11-20,3,1336,1168,1.77
2024-11-21,3,1395,1310,2.23
2024-11-22,3,1337,1236,1.14
2024-11-23,3,965,862,1.77
2024-11-24,3,991,858,1.4
2024-11-25,3,1311,1154,2.39
2024-11-26,3,1396,1222,2.59
2024-11-27,3,1455,1325,2.52
2024-11-28,3,1314,1161,1.62
2024-11-29,3,1331,1194,2.08
2024-11-30,3,1035,905,2.74
2024-12-01,3,946,842,2.43
2024-12-02,3,1425,1361,1.96
2024-12-03,3,1312,1179,3.0
2024-12-04,3,1323,1247,1.26
2024-12-05,3,1370,1242,2.91
2024-12-06,3,1396,1250,2.51
2024-12-07,3,1026,948,0.86
2024-12-08,3,957,858,1.44
2024-12-09,3,1424,1310,2.09
2024-12-10,3,1448,1284,2.12
2024-12-11,3,1313,1144,2.22
2024-12-12,3,1361,1171,1.1
2024-12-13,3,1505,1367,2.03
2024-12-14,3,926,836,1.95
2024-12-15,3,931,845,1.53
2024-12-16,3,1320,1219,2.0
2024-12-17,3,1409,1268,1.8
2024-12-18,3,1463,1287,2.21
2024-12-19,3,1519,1390,1.49
2024-12-20,3,1401,1330,1.22
2024-12-21,3,1075,942,1.62
2024-12-22,3,932,857,1.77
2024-12-23,3,1364,1255,2.12
2024-12-24,3,1432,1274,1.79
2024-12-25,3,1402,1286,2.23
2024-12-26,3,1415,1317,2.04
2024-12-27,3,1439,1362,1.85
2024-12-28,3,943,846,1.32
2024-12-29,3,914,802,2.26
2024-12-30,3,1449,1291,1.18
2024-12-31,3,1406,1228,2.37
2023-01-01,4,719,635,2.51
2023-01-02,4,1145,1012,1.56
2023-01-03,4,1112,990,1.53
2023-01-04,4,1099,950,2.15
2023-01-05,4,1058,966,1.82
2023-01-06,4,1065,980,1.87
2023-01-07,4,768,683,1.04
2023-01-08,4,723,633,3.41
2023-01-09,4,1129,1033,2.12
2023-01-10,4,1107,1023,1.79
2023-01-11,4,973,866,2.51
2023-01-12,4,1138,1031,2.5
2023-01-13,4,1113,1039,1.87
2023-01-14,4,723,640,1.82
2023-01-15,4,715,637,1.81
2023-01-16,4,1066,939,1.89
2023-01-17,4,1037,931,1.05
2023-01-18,4,1014,915,1.69
2023-01-19,4,1025,966,1.88
2023-01-20,4,1040,921,2.29
2023-01-21,4,750,686,1.85
2023-01-22,4,676,608,2.28
2023-01-23,4,982,921,1.33
2023-01-24,4,972,870,1.62
2023-01-25,4,1024,923,2.24
2023-01-26,4,1143,1039,2.14
2023-01-27,4,1113,1038,1.69
2023-01-28,4,715,642,1.97
2023-01-29,4,732,668,2.96
2023-01-30,4,1079,987,2.42
2023-01-31,4,959,845,1.72
2023-02-01,4,1026,938,3.04
2023-02-02,4,1070,978,1.72
2023-02-03,4,1088,974,1.98
2023-02-04,4,689,615,1.89
2023-02-05,4,691,619,2.61
2023-02-06,4,1038,938,1.65
2023-02-07,4,1150,1022,1.2
2023-02-08,4,1076,978,1.19
2023-02-09,4,1105,1021,2.02
2023-02-10,4,1049,965,1.2
2023-02-11,4,775,704,2.13
2023-02-12,4,758,711,2.1
2023-02-13,4,1002,906,3.29
2023-02-14,4,1036,966,1.06
2023-02-15,4,1094,986,1.43
2023-02-16,4,1112,977,2.13
2023-02-17,4,1148,1038,2.08
2023-02-18,4,762,690,0.66
2023-02-19,4,755,681,1.99
2023-02-20,4,1100,994,1.72
2023-02-21,4,944,838,1.65
2023-02-22,4,1029,934,1.13
2023-02-23,4,1035,942,1.69
2023-02-24,4,1102,928,2.17
2023-02-25,4,753,689,1.8
2023-02-26,4,775,670,2.21
2023-02-27,4,1070,977,1.8
2023-02-28,4,1065,961,1.84
2023-03-01,4,1036,920,1.75
2023-03-02,4,1040,925,2.86
2023-03-03,4,1118,954,1.99
2023-03-04,4,726,652,2.81
2023-03-05,4,765,657,3.14
2023-03-06,4,1140,1014,2.84
2023-03-07,4,1022,911,2.16
2023-03-08,4,1013,905,2.04
2023-03-09,4,1080,955,1.41
2023-03-10,4,1054,932,2.56
2023-03-11,4,746,685,1.42
2023-03-12,4,747,658,2.3
2023-03-13,4,1075,968,1.3
2023-03-14,4,1102,1018,1.14
2023-03-15,4,1076,942,1.84
2023-03-16,4,1046,951,2.41
2023-03-17,4,1105,955,1.86
2023-03-18,4,715,646,2.27
2023-03-19,4,739,650,2.38
2023-03-20,4,1093,975,0.78
2023-03-21,4,1052,944,1.96
2023-03-22,4,1114,999,2.2
2023-03-23,4,1182,1045,2.31
2023-03-24,4,1118,1044,2.13
2023-03-25,4,726,668,1.71
2023-03-26,4,754,670,2.29
2023-03-27,4,1019,936,2.38
2023-03-28,4,1178,1050,2.03
2023-03-29,4,1130,1021,2.31
2023-03-30,4,964,838,1.93
2023-03-31,4,1036,935,2.74
2023-04-01,4,741,655,2.24
2023-04-02,4,696,628,1.92
2023-04-03,4,1038,942,1.68
2023-04-04,4,1057,965,2.02
2023-04-05,4,1064,974,1.75
2023-04-06,4,1084,994,1.7
2023-04-07,4,1023,951,1.95
2023-04-08,4,741,680,2.21
2023-04-09,4,730,668,2.22
2023-04-10,4,1021,963,1.68
2023-04-11,4,1072,941,2.77
2023-04-12,4,1083,981,2.61
2023-04-13,4,1053,922,1.89
2023-04-14,4,1016,905,1.48
2023-04-15,4,756,673,1.8
2023-04-16,4,746,687,2.29
2023-04-17,4,1083,959,2.26
2023-04-18,4,1139,1032,2.24
2023-04-19,4,1082,979,2.02
2023-04-20,4,1197,1083,2.02
2023-04-21,4,999,891,2.16
2023-04-22,4,772,707,1.95
2023-04-23,4,757,693,1.78
2023-04-24,4,1094,1012,1.46
2023-04-25,4,1169,1019,1.58
2023-04-26,4,1078,957,2.59
2023-04-27,4,1188,1080,1.63
2023-04-28,4,1044,925,1.27
2023-04-29,4,732,635,1.88
2023-04-30,4,766,667,2.7
2023-05-01,4,977,895,1.63
2023-05-02,4,948,848,1.9
2023-05-03,4,1111,1008,1.95
2023-05-04,4,1152,1020,2.52
2023-05-05,4,1087,948,1.07
2023-05-06,4,734,691,2.35
2023-05-07,4,711,632,2.01
2023-05-08,4,967,867,2.28
2023-05-09,4,1088,970,1.91
2023-05-10,4,1099,961,1.55
2023-05-11,4,1051,998,1.74
2023-05-12,4,1009,881,2.24
2023-05-13,4,672,588,1.96
2023-05-14,4,808,735,1.65
2023-05-15,4,1007,897,1.71
2023-05-16,4,1106,992,1.78
2023-05-17,4,1063,955,1.91
2023-05-18,4,1096,1004,1.46
2023-05-19,4,1077,970,1.95
2023-05-20,4,725,639,1.47
2023-05-21,4,734,661,2.14
2023-05-22,4,1071,1020,2.33
2023-05-23,4,977,896,2.91
2023-05-24,4,1022,939,2.38
2023-05-25,4,989,886,0.97
2023-05-26,4,951,854,1.73
2023-05-27,4,741,665,1.58
2023-05-28,4,746,648,1.89
2023-05-29,4,1059,956,1.26
2023-05-30,4,1042,956,2.29
2023-05-31,4,1059,957,1.52
2023-06-01,4,935,824,1.87
2023-06-02,4,1010,901,2.36
2023-06-03,4,612,572,2.56
2023-06-04,4,652,613,2.21
2023-06-05,4,1040,945,2.1
2023-06-06,4,901,808,2.62
2023-06-07,4,852,766,2.4
2023-06-08,4,985,888,1.36
2023-06-09,4,874,800,2.62
2023-06-10,4,671,602,1.71
2023-06-11,4,631,570,1.98
2023-06-12,4,1041,915,1.43
2023-06-13,4,1003,885,1.2
2023-06-14,4,974,899,1.1
2023-06-15,4,991,888,2.57
2023-06-16,4,932,852,1.71
2023-06-17,4,692,625,1.85
2023-06-18,4,746,638,1.53
2023-06-19,4,936,823,1.38
2023-06-20,4,941,850,1.47
2023-06-21,4,1061,957,2.33
2023-06-22,4,903,810,2.42
2023-06-23,4,925,834,2.49
2023-06-24,4,639,564,2.47
